repo_url,repo_name,pr_url,author,title,matching_js_test_files,matched_terms,found_test_keywords,found_async_keywords,total_async_keywords_count,files_changed_in_pr,lines_changed_in_pr,total_test_files,files_with_test_and_async,created_at,merged_at,async_keywords_breakdown,files_async_counts
https://api.github.com/repos/Betterment/test_track_js_client,Betterment/test_track_js_client,https://github.com/Betterment/test_track_js_client/pull/24,HipsterBrown,fix(api): post requests should be urlencoded instead of JSON,src/session.test.js,race condition,describe(;it(,promise,2,11,107,4,1,2019-11-08T23:04:18Z,2019-11-11T15:23:53Z,promise:2;async:0,src/session.test.js:2
https://api.github.com/repos/travis-ci/travis-web,travis-ci/travis-web,https://github.com/travis-ci/travis-web/pull/2225,runspired,[FIX] prevent race condition in polling test,tests/unit/services/polling-test.js,race condition;event race,test(,async;promise,7,1,39,1,1,2019-11-11T01:56:28Z,2019-11-11T10:25:30Z,promise:2;async:5,tests/unit/services/polling-test.js:7
https://api.github.com/repos/embarklabs/embark,embarklabs/embark,https://github.com/embarklabs/embark/pull/2031,jrainville,Add priority to registerActionsForEvents and fix funding accounts,dapps/tests/app/test/another_storage_spec.js,race condition,it(,async,4,7,160,2,1,2019-11-06T21:44:06Z,2019-11-08T13:46:33Z,promise:0;async:4,dapps/tests/app/test/another_storage_spec.js:4
https://api.github.com/repos/purecloudlabs/genesys-cloud-streaming-client-webrtc-sessions,purecloudlabs/genesys-cloud-streaming-client-webrtc-sessions,https://github.com/purecloudlabs/genesys-cloud-streaming-client-webrtc-sessions/pull/22,ckbrewer33,CORE-9337 - Auto answer race condition Fix,test/unit/index.test.js,race condition,it(;test(,async;promise,30,3,52,1,1,2019-11-18T20:31:13Z,2019-11-18T20:53:25Z,promise:18;async:12,test/unit/index.test.js:30
https://api.github.com/repos/mojaloop/account-lookup-service,mojaloop/account-lookup-service,https://github.com/mojaloop/account-lookup-service/pull/145,oderayi,Add SubId support to ALS,test/unit/domain/oracle/oracle.test.js;test/unit/domain/participants/participants.test.js;test/unit/domain/parties/parties.test.js;test/unit/handlers/participants/{Type}/{ID}.test.js;test/unit/handlers/participants/{Type}/{ID}/error.test.js;test/unit/handlers/participants/{Type}/{ID}/{SubId}.test.js;test/unit/handlers/participants/{Type}/{ID}/{SubId}/error.test.js;test/unit/handlers/parties/{Type}/{ID}/{SubId}.test.js,race condition,describe(;it(,async;promise,130,23,3181,8,8,2019-11-14T12:00:20Z,2019-12-06T13:11:59Z,promise:5;async:125,test/unit/domain/oracle/oracle.test.js:18;test/unit/domain/participants/participants.test.js:46;test/unit/domain/parties/parties.test.js:19;test/unit/handlers/participants/{Type}/{ID}.test.js:15;test/unit/handlers/participants/{Type}/{ID}/error.test.js:5;test/unit/handlers/participants/{Type}/{ID}/{SubId}.test.js:15;test/unit/handlers/participants/{Type}/{ID}/{SubId}/error.test.js:5;test/unit/handlers/parties/{Type}/{ID}/{SubId}.test.js:7
https://api.github.com/repos/splitio/javascript-client,splitio/javascript-client,https://github.com/splitio/javascript-client/pull/326,scamden,return expire result to avoid unhandled promise rejection race condition,src/storage/__tests__/ImpressionsCache/InRedis/node.spec.js,race condition,it(,async;promise,4,5,76,1,1,2019-11-18T22:46:47Z,2019-11-20T01:07:32Z,promise:1;async:3,src/storage/__tests__/ImpressionsCache/InRedis/node.spec.js:4
https://api.github.com/repos/devschile/huemul,devschile/huemul,https://github.com/devschile/huemul/pull/607,lgaticaq,Se corrige orden de eventos en uoct,test/uoct-golden.test.js,race condition,test(,async;promise,8,2,20,1,1,2019-11-19T15:29:27Z,2019-11-20T17:22:36Z,promise:2;async:6,test/uoct-golden.test.js:8
https://api.github.com/repos/folio-org/stripes-smart-components,folio-org/stripes-smart-components,https://github.com/folio-org/stripes-smart-components/pull/665,ViktorSoroka07,Handle flaky tests regarding S&S,lib/SearchAndSort/tests/record-count-test.js,flaky test,describe(;it(,async,4,1,136,1,1,2019-11-19T18:14:17Z,2019-11-19T18:40:01Z,promise:0;async:4,lib/SearchAndSort/tests/record-count-test.js:4
https://api.github.com/repos/sindresorhus/get-port,sindresorhus/get-port,https://github.com/sindresorhus/get-port/pull/36,davidmarkclements,Fix in-process race condition,test.js,race condition,test(,async;promise,12,3,65,1,1,2019-11-24T19:21:16Z,2019-12-18T16:58:56Z,promise:2;async:10,test.js:12
https://api.github.com/repos/nasa/cumulus,nasa/cumulus,https://github.com/nasa/cumulus/pull/1371,marchuffnagle,Fix race condition in execution report publishing,example/spec/parallel/syncGranule/SyncGranuleSuccessSpec.js;packages/api/tests/lambdas/publish-reports/test-getGranuleRecordsFromCumulusMessage.js;packages/api/tests/lambdas/test-cw-sf-execution-event-to-db.js;packages/api/tests/lib/test-cwSfExecutionEventUtils.js;packages/api/tests/models/test-executions-model.js;packages/common/tests/test-message.js;packages/common/tests/test-sfnStep.js,race condition,describe(;it(;test(,async;promise,92,30,3632,12,7,2019-11-26T00:45:23Z,2019-12-04T00:01:11Z,promise:13;async:39,example/spec/parallel/syncGranule/SyncGranuleSuccessSpec.js:13;packages/api/tests/lambdas/publish-reports/test-getGranuleRecordsFromCumulusMessage.js:8;packages/api/tests/lambdas/test-cw-sf-execution-event-to-db.js:4;packages/api/tests/lib/test-cwSfExecutionEventUtils.js:8;packages/api/tests/models/test-executions-model.js:14;packages/common/tests/test-message.js:2;packages/common/tests/test-sfnStep.js:3
https://api.github.com/repos/splitio/javascript-client,splitio/javascript-client,https://github.com/splitio/javascript-client/pull/328,NicoZelaya,Development into master - Fixing race condition when destroying after getTreatment on empty queue with Redis.,src/storage/__tests__/ImpressionsCache/InRedis/node.spec.js,race condition,it(,async;promise,4,6,79,1,1,2019-11-20T13:09:21Z,2019-11-20T13:22:01Z,promise:1;async:3,src/storage/__tests__/ImpressionsCache/InRedis/node.spec.js:4
https://api.github.com/repos/schedulemaker/schedulemaker-old,schedulemaker/schedulemaker-old,https://github.com/schedulemaker/schedulemaker-old/pull/18,studioph,Merged code cleanup and scheduler modifications into master,lambda/test/banner.js,race condition,describe(;it(,async,24,24,1856,4,1,2019-11-27T16:47:17Z,2019-11-30T13:32:43Z,promise:0;async:24,lambda/test/banner.js:24
https://api.github.com/repos/WordPress/gutenberg,WordPress/gutenberg,https://github.com/WordPress/gutenberg/pull/19042,aduth,E2E Tests: Validate embed rendering before proceeding to next,packages/e2e-tests/specs/editor/various/embedding.test.js,race condition,describe(;it(,async,6,1,113,1,1,2019-12-10T16:00:47Z,2019-12-10T23:42:54Z,promise:0;async:6,packages/e2e-tests/specs/editor/various/embedding.test.js:6
https://api.github.com/repos/ampproject/amphtml,ampproject/amphtml,https://github.com/ampproject/amphtml/pull/25964,samouri,🐛 Fix amp-list race condition,extensions/amp-list/0.1/test/test-amp-list.js,race condition,describe(;it(,async;promise,52,2,55,1,1,2019-12-10T18:54:40Z,2020-01-03T18:55:11Z,promise:38;async:14,extensions/amp-list/0.1/test/test-amp-list.js:52
https://api.github.com/repos/CesiumGS/cesium,CesiumGS/cesium,https://github.com/CesiumGS/cesium/pull/8444,mramato,Fix camera race condition for no-op flight.,Specs/Scene/Cesium3DTilesetSpec.js,race condition,describe(;it(,promise,4,4,46,2,1,2019-12-06T19:54:45Z,2019-12-06T21:17:15Z,promise:4;async:0,Specs/Scene/Cesium3DTilesetSpec.js:4
https://api.github.com/repos/open-wc/open-wc,open-wc/open-wc,https://github.com/open-wc/open-wc/pull/1086,LarsDenBakker,Fix/flaky test 2,packages/testing/test/my-element.test.js,flaky test,describe(;it(,async,1,3,11,1,1,2019-12-05T21:28:55Z,2019-12-05T21:36:31Z,promise:0;async:1,packages/testing/test/my-element.test.js:1
https://api.github.com/repos/open-wc/open-wc,open-wc/open-wc,https://github.com/open-wc/open-wc/pull/1084,LarsDenBakker,chore(testing): fix flaky test,packages/testing/test/my-element.test.js,flaky test,describe(;it(,async,1,3,10,1,1,2019-12-05T21:22:48Z,2019-12-05T21:23:01Z,promise:0;async:1,packages/testing/test/my-element.test.js:1
https://api.github.com/repos/jprichardson/node-fs-extra,jprichardson/node-fs-extra,https://github.com/jprichardson/node-fs-extra/pull/737,nacd,fix a flaky test in ncp.test.js,lib/copy/__tests__/ncp/ncp.test.js,flaky test,describe(;it(,async,1,1,6,1,1,2019-12-14T08:08:36Z,2020-01-30T18:33:47Z,promise:0;async:1,lib/copy/__tests__/ncp/ncp.test.js:1
https://api.github.com/repos/nytimes/library,nytimes/library,https://github.com/nytimes/library/pull/92,afischer,Cache rewrite,test/unit/assetDataURI.test.js;test/unit/cache.test.js;test/unit/docs.test.js,race condition,describe(;it(,async,14,23,1010,7,3,2019-12-27T16:07:47Z,2020-02-09T20:37:26Z,promise:0;async:14,test/unit/assetDataURI.test.js:2;test/unit/cache.test.js:5;test/unit/docs.test.js:7
